postId,skills,Job Title,rowType
6604," Electronics, Instrumentation, MS Office, Techno-commercial, Business Executive",Sales/Business Development Manager,Train
6605," Javascript, HTML, Ajax, Front end, Business analytics, Issue resolution, Business solutions, Ruby, Operations, Monitoring",Software Developer,Train
6606," C, Python, .NET, HTML, JavaScript, SQL, Oracle, assembly language, Real Time Operating Systems",Testing Engineer,Train
6607," Java, C++, C, OS, LLD, Web Technologies, Programming, Languages, Middleware, Linux, Software Engineering, Firmware, Embedded, Web Services",Software Developer,Train
6608,"google adwords, voice process, international bpo, customer care executive, dell, b2b, b2c, technical support, customer support, technical sales, teleperformance, adwords, upselling, collections, ENCORE",Associate/Senior Associate -(NonTechnical),Train
6610," Wipro, chat process, hp, british telecom, bt, fresher, voice process, exl, international call center, non voice, backend, bpo, barclays, back office, customer support, dell, amazon, HCL, ibm, accenture, wns",Associate/Senior Associate -(NonTechnical),Train
6611," Recruitment Executive, Recruitment Associate, Excel, Web technologies",Recruitment Executive,Train
6612," cce, customer service, barclays, amex, cvent, american express, non voice, voice, chat, technical support, manager",Associate/Senior Associate -(NonTechnical),Train
6613," Tally, Reconciliation, Billing, Accounts Executive, Debit note, Excel, Management accounting, Auditing, Management",Accounts Executive/Accountant,Train
6614," Administration, Automation, Automation testing, Testing tools, Programming, Selenium, Application software, Enterprise software, Testing",Testing Engineer,Train
6615," Sourcing Profiles, Screening, Interview Scheduling, Joining Formalities, Hiring, Interviewing, Confirmation, Recruitment, Onboarding, Background Verification",HR Executive,Train
6616," BPO, BPO Executive, outbound calling, UK Shift",Associate/Senior Associate -(NonTechnical),Train
6617," marketing executive, distributors, customer profiling, sales strategy, market research, Business Development, sales executive",Product/Brand Manager,Train
6618," marketing, brand awareness, sales, branding, digital advertising, campaigns, events, research",Head/VP/GM-Marketing,Train
6619," Engineering services, Staad, AutoCAD, ASTM, Consulting, REVIT, Finite element analysis, Asce, Structural analysis, New business development",Design Engineer,Train
6620," outbound sales, outbound, telecalling, telesales, serco, credit cards, Backend, non voice, fresher, bpo, voice process, domestic bpo, call center, international call center",Fresher,Train
6621," Chinese, cooking, kitchen, Continental Cuisine",Executive Sous Chef/Chef De Cuisine,Train
6622," bpo, sales process, auto loan, dealer sales, good , computer , sales executive, car, outbound sales",Sales Executive/Officer,Train
6623," Service desk, solman, SAP Basis, Incident management, Document management, Management, Testing",Functional Outside Consultant,Train
6624,"ci / cd,System Design,DevOps / SRE",Technical Architect,Train
6625," SAS, Data Management, Data Analytics, Statistics, Analytics, SQL",Outside Technical Consultant,Train
6626," SSRS, Database, Developer, SSIS",Software Developer,Train
6627," interviewing, us it recruitment, dice, Scheduling, linkedin, Shortlisting, telephonic, sourcing, interview scheduling",Recruitment Executive,Train
6628," ERP, Team management, Labour laws, Consulting, MEP, M&A, openerp, Software services, Python, Recruitment",Software Developer,Train
6630," Outbound, Windows, Customer Service Executive, Voice process, Basic, Customer Care Executive, Typing speed, HTTP",Associate/Senior Associate -(NonTechnical),Train
6631," Administration, Credit Officers, Report Generation, Policies, Analysts, analytical skills, Risk Management",Accounts Executive/Accountant,Train
6632," Computer science, Capacity management, TPM, Drilling, Project management, Technical leadership, Workflow, Customer experience, Application software, Distribution system",Program Manager,Train
6633," selenium, java, fresher, Placement",System Analyst,Train
6634," Financial markets, Excel, Banking operations, Focus, Management Trainee, MS Office tools, Business correspondence, Archiving, Powerpoint",Customer Service Executive,Train
6635,"copa, sap fico, integration, implementation, fi, fico, co, controlling, S4Hana, S4H, S / 4 HANA, central finance",Team Lead/Technical Lead,Train
6636,"Project Management,Lean Six Sigma,Accounting,Process Excellence,Dmaic,Business Process Management,Senior Management,Management Systems,Leadership Skills,Analytical Skills,Six Sigma Black Belt",Head/VP/GM-Accounts,Train
6637," asp.net, javascript, sql server, c#, vb.net, asp, .net, vb, troubleshooting skills",Software Developer,Train
6639," XML, SQL, Ajax, Computer science, jQuery, Coding, Sabre, JSON, WCF, Amadeus",Software Developer,Train
6640," SEO, Digital Marketing, Display Advertising, SEM, Google Analytics, Online Marketing, Google AdWords, PPC, Online Advertising, SMO",Team Lead/Technical Lead,Train
6641," System Administration, Networking, Windows Server Administration, Firewall",System Administrator,Train
6642," area sales, marketing, competitor analysis, sales forecasting, luxury, customer complaints, manpower planning, steward, captain, store manager, Store Incharge, Shift Manager, Restaurant Manager",Restaurant Manager,Train
6643," chartered accountant, revenue recognition, us gaap, advisory services, advisory, client servicing, business development, ifrs, technical training, service delivery, gaap, finance, ca",Chartered Accountant,Train
6644," Technical Documentation, technical writing",Technical Writer,Train
6646,"citrix administrator server,Citrix Administrator,citrix admin server,citrix server,Citrix Presentation Server,Citrix Xenapp,citrix,Citrix Server Administration",Associate/Senior Associate -(Technical),Train
6647," Manager Finance, Manager Accounts, Account, Accountant",Chartered Accountant,Train
6648,"Estimation,solving queries,Medical Billing,Counselling,healthcare","We have an urgent opening for Financial Counselor / Estimates: Service Line Brief Role & Responsibility: Taking effort to convert potential OPD Patient to IPD. Preparing accurate estimations regarding surgeries and other procedures and explaining them to the patients. Co-coordinating with Doctors and Patient. Patient counseling regarding billing, Top Up deposits, TPA activities. Educate patient about payment options & financial Assistance. Maintaining Data for financial Reporting. Co-ordination with Consultants, Nursing staff and Allied services for various patient services. Accurately performs registration process for new and existing customer. Ensure accurate information is given to the patient and relatives and satisfy their Queries. Preparing & Counseling Estimate for Surgical patients. Co-ordinate with billing team for completing daily discharges in the desired TAT. Solving queries and issues of patient in any services. Updating Audit Report. Reporting and escalating issues and daily updates occurring to Manager. Re-counseling. Follow-up with patients. Implementation and Promotion of new packages. NABH training Ensuring proper implementation of rules by staff. Training to the new employees. Perks and Benefits  Open / Bet in Industry Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: Other",Train
6649," Outbound, Technical support, Night shift, English, process, Technical sales, Service, Sales Executive, Business Executive, Comp",Associate/Senior Associate -(NonTechnical),Train
6650," Sales, Store Operations, territory manager, store manager, City Manager, Retail Operations, territory sales manager, Operations, Cluster Manager",Sales / BD Manager,Train
6651," PPC Executive, Internet marketing, Project management, SEO, Tools, Analytical, Digital marketing, Social media, Email, PPC",Sales/Business Development Manager,Train
6652," PHP, MySQL, SEO, SAN, Web development, PPC, Healthcare, Machine learning, Analytical, Artificial Intelligence",Software Developer,Train
6654,"Unix,PLSQL,Informatica,SQL",Software Developer,Train
6655," b tech, pre sales, b e, new products, vas, market research, mba, presentations, preparation",Sales/Business Development Manager,Train
6656," silk performer, load runner, development, performance testing, white box testing, usage, mca, performance test, middleware testing",Testing Engineer,Train
6657," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Graphic Designer,Train
6659," Project management, EPC, Monitoring, Site management, thermal, Contract management, Turbine, Techno-commercial, Claims, Gas turbine",Project Manager-Production/Manufacturing/Maintenance,Train
6660," Field Sales, Marketing, Business Development Management, Selling, Sales Process",Sales/Business Development Manager,Train
6661," html, css, web development, Javascript, ajax, jquery, Angularjs",Software Developer,Train
6662," Digital marketing, MIN, Marketing Executive, Sales Executive",Sales Promotion Manager,Train
6663," php, lamp, Drupal, jboss, cake php, MySQL, linux, joomla",Software Developer,Train
6664," Display advertising, Google Analytics, Online marketing, Social media, Javascript, Google AdWords, SEM, HTML, SEO, Digital marketing",Product/Brand Manager,Train
6665,"j2ee, java, sql server, weblogic, iis, jira, javascript, eclipse ide, agile methodology, scrum, agile development, web services, rdbms, ddl, hibernate, orm, spring framework, junit, jquery, tomcat, cvs, subversion, continuous integration",Software Developer,Train
6666," services engineer, electrical engineering, Mechanical Engineering",Production Manager,Train
6667," teaching, bed, grammar, english, english literature, ma, Teaching English",English Teacher,Train
6668," Wealth Management, Portfolio Management, Financial Planning, Investment Management",Wealth Manager,Train
6669," EHS, Industrial Safety, Report Preparation, Environment, Chemical Analysis, Safety Analysis, Safety Audit",Environment Engineer/Officer,Train
6671," Desktop Support, Remote Support, Desktop Troubleshooting, Hardware, Troubleshooting",Customer Support Engineer/Technician,Train
6672," php, mysql, joomla, mca, magento, php mysql, english, e commerce, skills, word press",Software Developer,Train
6673," voice process, call center, international bpo, fresher, international call center, customer service, tcs, accenture, sterling, sitel, international voice process, bpo, telephonic, teleperformance",Associate/Senior Associate -(NonTechnical),Train
6674," Administration, Administrative Support, Excel, Power Point Presentation, Market Research, Business Analysis",Business Analyst,Train
6675," tele calling, bpo, night shift, international bpo, customer service, st., Cbse, customer support, tele caller, fresher, international voice process, isc, international call center",Telecalling/Telemarketing Executive,Train
6676," lotus notes, lotusnotes, lotus notes developer",Software Developer,Train
6677, nagios,Software Developer,Train
6678,"Account Development,Sales,Selling Skills,Productivity Improvement,Marketing",Area / Territory Manager,Train
6679,sap ewm,Software Developer,Train
6680," Fresher, Sales, Sales executive, Sales officer, Field Sales",Sales Executive/Officer,Train
6681," Office administration, MS Office, Office equipment, Packaging, MS Word, Officer Administrator, Office Administrator, Office management, Excel, Administration",Executive/ Sr Executive - Administration,Train
6682," Civil Engineering, Real Estate, infrastructure, construction, civil engineer, construction engineer, site engineer, civil site engineer",Construction-Residential,Train
6683," cca, bpo, csr, international bpo, customer service, outbound process, customer care, tourism, customer support, fresher, voice process, inbound process, cse, bpo fresher, voice support, hotel, travel",Associate/Senior Associate -(NonTechnical),Train
6684," RDBMS, Coding, Analytics, Data mining, Application security, Data quality, Pentaho, Master data management, Statistical modeling, Technical Lead",Team Lead/Technical Lead,Train
6685, Therapist,Administration Services/Medical Facilities,Train
6688," git, Python, Misra, RTOS, ARM, Freescale",Software Developer,Train
6689," investment accounting, finance, auditing, cash flow, financial statements, back office, trial balance, nav, ifrs, excel, macros, ms excel",Head/VP/GM-Investment Banking,Train
6690," Sap, SAP HANA, SAP BW",Functional Outside Consultant,Train
6692," Recruitment, HR, Background Verification, HR Operations",HR Executive,Train
6693," Unix, Team management, SAP, SAP ABAP, Project management, CMS, Presales, Oracle, Technical support, SQL",Software Developer,Train
6694," Unix, UI development, security compliance, Maven, Cloud computing, Core Java, Tomcat, Coding, Application development, Test cases",Software Developer,Train
6695," Computer science, UI development, C++, Software design, Image processing, UI, Software development, SOC, Windows, Embedded software",Software Developer,Train
6696," Banking Operations, Treasury, Forex Management, Credit Appraisal, Credit Rating, Working Capital, Fund Planning",Treasury Manager,Train
6697,"computer science, xml, html, development, life cycle, web services, java j2ee, ajax, javascript, web, struts, design, j2ee",Software Developer,Train
6699,"telecaller, bpo voice, Telesales, tse, customer care, us shifts, TSO, b2c, b2b, voice process, lead generation, outbound sales, telemarketing, International BPO",Associate/Senior Associate -(NonTechnical),Train
6700," Change management, Data management, Wealth management, Business analysis, Project management, operational risk management, Asset management, Financial services, Auditing, Business operations",Business Analyst,Train
6701," dm, dnb, echo",Cardiologist,Train
6702, Automobile,Service/Maintenance Engineer,Train
6703," Linux, Helpdesk, Solaris, Project management, Customer support, Windows, Customer service, cisco, Technical support, SQL",Technical Support Engineer,Train
6704," Brand Building, digital marketing, marketing, lead generation, Online Marketing, selling, business development, bdm, web marketing, internet marketing, sales",Marketing Manager,Train
6705,"dedicated, website, closing, b2b sales, sales lead generation, software, real estate, business development, travel, seo",Sales Executive/Officer,Train
6706," Automation, Consulting, CRM, Administration, Salesforce.com, Workflow, Configuring, Agile methodology, Management, agile, triggers, Analytics",Software Developer,Train
6707," Reconciliation, Backend Operations, Operations, banking",Operations Manager,Train
6708,"DocuSign,Software Engineering,web products,Web Technologies,Software Engineer,web service APIs,DocuSign signing",Software Developer,Train
6709," Maven, Java, Hibernate, Core Java, Web Technologies, Spring Framework, JQuery, SOAP, Web Services, Weblogic Server, SQL",Software Developer,Train
6711," Scalability, Use Cases, Software Architecture, SQL, microservices, Distribution System, NoSQL, Time Series, distributed systems, MongoDB, High Level Design, Data Modeling",Technical Architect,Train
6712," Direct sales, Data analysis, Excel, Sales Executive, KPI, Training, Business modeling, Academic Counsellor, Sales training, Management",Sales/Business Development Manager,Train
6713," Oracle E - business Suite, Functional Consultancy, Finance, EBS, Software Implementation",Software Developer,Train
6714," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Marketing Research Field Supervisor,Train
6715," ASP.Net MVC, Information technology, SQL, Sales, C, .net, developer",Software Developer,Train
6716," Internal Audit, GRC, SOX, Risk Compliance, Risk Management, Auditing",System Security,Train
6717," Customer service, Troubleshooting, Supervision, Inventory, Training, Management",Service/Maintenance Engineer,Train
6718," teaching, education, training, lecturer, professor",Lecturer/Professor,Train
6719," BPO, Hiring, LPO, call center, KPO, Data Entry, bpo call center, Communication Skills, Backend, bpo fresher, Bpo Voice, chat, Domestic, Domestic BPO, bpo executive, international call center, International BPO",Fresher,Train
6720," CRM, Relationship management, RFP, Direct selling, Sales operations, Data management, Sales, Consultative sales, Solution selling, System engineering",Sales/Business Development Manager,Train
6721," call center, international call center, voice process, bpo, ites, cse, csr, customer service, customer care, domestic bpo, bpo fresher, inbound, calling, voice, outbound, international bpo, csa, tsa, tsr, sales, telesales, retention",Associate/Senior Associate -(NonTechnical),Train
6722," Outbound, Sales Manager, Technical support, Cold calling, Service, Troubleshooting, Desktop support, Night shift, International BPO",Associate/Senior Associate -(Technical),Train
6723," Sales Executive Activities, Technical Sales, Outbound Sales, Outbound Calling, international calling",Fresher,Train
6724," ERP, selenium testing, CRM, IT services, selenium, Information security, Silicon, Information management, infrastructure services, Operations, Analytics",Software Developer,Train
6725," Real Estate Sales, Real Estate Marketing, Negotiation Skills",Sales Executive/Officer,Train
6726," management, exhibitions, business development executive, ideas, activation, event, sourcing, events, sales, sales and marketing",Sales/Business Development Manager,Train
6727," algorithms, python, java, data structures, javascript, programming",Fresher,Train
6729," Airlines, Outbound, MICE, Visa, GIT, Travel insurance, English, Financial services, Retail, e-business",Travel Agent,Train
6730," Marketing Strategy, Selling, Profitability, Promotions, Marketing Management, Sales Forecasting, Distribution, Advertising, Strategic Planning, Market Research",Sales/Business Development Manager,Train
6731," Data Analysis, MIS, PMP, report generation, ad hoc reports, business information, data analytics, pharma analytics, SAP",Business Analyst,Train
6732," API, Project Management, SOA, Spring, CI, CD, Cloud, SDLC, Docker",Project Manager-IT/Software,Train
6734," QA, ERP, windows server admin, technical, System Administration, Peoplesoft, Windows Administration, System Integration, CRM",Technical Architect,Train
6735," photoshop, illustrator, layout, windows, good typing speed, graphic designer, designing, operating systems, mac os",Graphic Designer,Train
6736, Digital Marketing,Head/VP/GM/ Mgr-Online/Digital Marketing,Train
6737, home tuition,Teacher/ Private Tutor,Train
6738,"order management,Order Fulfillment","Roles and responsibilities  Global Quote to Order Operations - part of the Global Finance Operations team, processing Migration Requests, validating documents, Products Mapping and calculation on support and license values as per procedures and guidelines set up for the process. Interact with Internal customers from different LOBs to process orders. Liaison with Sales, Contracts and VAD/Partners to ensure that all information is available to ensure accurate booking of orders and revenue in accordance with established procedures and guidelines. Provides administrative support for the accounting function including the areas of general ledger, accounts payable, accounts receivable, fixed assets, and inter-company transactions. Interact with other LOBs and Business functions as relevant on the process. Job Role & Career Level Senior Analyst, Job Description: Primary Skills: Transaction Handling: Should be able to process transactions as per defined standard operating procedures Should be able to carry out necessary research in Oracle systems like customer standards, installed base, quoting application, service contracts, etc. Should be able to work with stake holders and peer group on various process related questions / issues Should have the ability to serve as a primary point of contact for process related questions / escalations / issues Should be able to contribute to other activities like UAT, Transaction Audits, Reporting & Analysis, Documentation and Process Training Communication: Should be able to articulate clear and concise messages Should be able to demonstrate understanding of internal and/or external customer needs and how to meet them Should be able to effectively communicate with various stakeholders like Sales Teams, Development teams, Senior Management, etc. across geographies Adapting to Change: Shows willingness to adjust to changing work environments Should be flexible to work in any shift to meet global business requirements Should have the ability to multi-task in a fast paced environment in meeting timelines despite changing needs Problem Solving & Analytical Ability: Should be able to recognize problems, gather appropriate data, diagnose root cause of issues and provide effective workarounds, as required Should be able to analyze the data and draw inferences from both qualitative and quantitative data Should be able to bring forward process improvement ideas Result Orientation: Should persevere to deliver against objectives and take personal accountability for own performance Should demonstrate attention to detail in all aspects of work Should act with a sense of urgency and confidence to deliver quality work in a timely manner Other Skills: Should have the ability to learn the nuances of business & processes in a short period of time Should be a team player with good interpersonal skills Preferred Qualification/Skills Graduation in Science or Commerce 3-5 years of experience in KPO/BTO environment Should have good skills in MS Office Applications like Excel, Word and Power Point Hands on experience in Fusion application will be an added advantage Salary: Not Disclosed by Recruiter Industry: Other Functional Area: Other",Train
6739," Javascript, C++, XML, bca, technical, analytical, software, HTML, mca, scripting, java, ui, Coding, design, oops, api, Ajax, development, ux, testing, CMS, mobile, it, Android, quality, jQuery, application, agile, SEO, applications",Software Developer,Train
6740," Screening, Interview Scheduling, Healthcare Consulting, Sourcing, HR, Interviewing, MS Office, Recruitment, Talent Acquisition",Recruitment Manager,Train
6741," Retail, Sales, Sales Executive",Sales Executive/Officer,Train
6742," Business Development Management, Corporate Sales",Accounts Manager,Train
6743," Supervisor, Team management, Information security, Manual, Vulnerability assessment, Monitoring, Penetration testing",System Security,Train
6744," Fixed Assets, Mba Finance, General Accounting, Payables, Accounts Receivable, Taxation, Bank Reconciliation, Accounts Payable, Cash Flow Statement, Auditing",Financial Accountant,Train
6745," Agency Sales, Agent Recruitment, Insurance Sales, Insurance Broking, Motor Insurance, general insurance, Agency Channel",Sales Executive/Officer,Train
6746," Operations management, English language, Query resolution, Senior Executive, Resourcing, Schedule, Time, Language skills, Business Executive, functional support",Associate/Senior Associate -(NonTechnical),Train
6747," Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, Vendor Management, Asset Management",Associate/Senior Associate -(Technical),Train
6748," Backend, Hadoop, Developer",Software Developer,Train
6749," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Marketing Manager,Train
6750, Node.js,Software Developer,Train
6751," Memory management, Linux kernel, Embedded Linux, Device driver development, Technical Lead, Dma, QNX, Automotive, Android",Team Lead/Technical Lead,Train
6752," Software development methodologies, Microsoft Sharepoint, Design development, development, C, software, Programming, mobile, E-commerce, microsoft, quality, Web technologies, java, web, devops, struts, design, Web designing, AWS",Software Developer,Train
6753," Social media marketing, google apps, MS Office Word, Operations management, Excel, IT support, Business management, Client relationship, Powerpoint",Operations Manager,Train
6754," Technical, Project management, Tools, Ideas, Management, Client servicing, Business Executive, Design development, Software",Software Developer,Train
6755," Research, SEO",Software Developer,Train
6756," Induction, PMS, Hiring, Sourcing, HR, Interviewing, Training Coordination, Recruitment",HR Executive,Train
6757," Accounting, Accounts Payable, Accounts Receivable, Finance, Financial Reporting, Returns, Cash Management, Gst",Accounts Executive/Accountant,Train
6758," Project Execution, Project Management, SCOPE",Construction-Construction Management,Train
6759," Customer service, Analytics, Performance management, Administration, operational support, performance measurement, Multivariate analysis, Research, Consumer insights, Senior Customer Service Executive",Marketing Research Executive/Manager,Train
6760," Unix, Linux, PHP, development, software, configuration, Configuration management, Perl, Windows, tools, cloud, scripting, database, GIT, automation, MySQL, Agile, Python",Software Developer,Train
6761,"marketing, B2B, Sales, Appliances, Electronics, B2B Sales, Sales Executive Activities",Sales Executive/Officer,Train
6762," SAS, Python, Analytics, Data Analytics, Statistics, Machine Learning, Data Modeling",Data Analyst,Train
6764," Generation, Revenue, Client, Acquisition, Marketing",Direct Marketing Executive,Train
6766," Eclipse, OOPS, Android Development, JSON, SOAP, Core Java, java, XML, Android SDK, sdk, Android Studio",Software Developer,Train
6767," MCOM, Bcom, TDS, PT, Finance, Gst, Accounts Receivable, Bank Reconciliation, Accounts Payable",Accounts Executive/Accountant,Train
6768," ITI, Civil engineering, Labour, Civil construction, Site Supervisor, Technical, Business Executive, BASIC",Construction-Heavy,Train
6769," c#, mvvm, Unit Testing, nunit, xml, .net, enterprise architect, wpf, c#.net, sql server",Software Developer,Train
6770," Design, process, process engineer, process engineering",Technical Lead/Project Lead,Train
6771," Lead generation, Word, Excel, Conversions, MS Outlook, Management, MS Office, Powerpoint, Verbal communication, CRM",Sales Executive/Officer,Train
6772," C#, Performance Testing, Test Automation, Software Product Development, OOAD, Computer Science, Object Oriented Design, .Net, High Frequency Trading, Test Cases, Testing",Testing Engineer,Train
6773," Teaching, Educator, Counselor, Mentor, Trainer, Advisor",Dean / Director,Train
6774," Facility management, Front office, Housekeeping, English, Software services, Laptop, Senior Manager Administration, Recruitment, Software, Management",Front Office/Guest Relations Executive/Manager,Train
6775," Business Communication, Fixing Appointments, lead generation, telecalling",Associate/Senior Associate -(NonTechnical),Train
6776," REST, JSON, Android SDK",Software Developer,Train
6777,"Hr Compliance,Contact Center,US Payroll,Voice Process,Call Center,Communication Skills,Vendor Management,Shared Services,HR Operations,Customer Experience",Associate/Senior Associate -(NonTechnical),Train
6778," Procurement, Electrical engineering, Interpersonal skills, Interdepartmental coordination, Concept design, Claims, Contract administration, Electricals, Cable sizing",Electrical Engineer-Industrial,Train
6779," Administration, Sales, Operational risk, Compliance, Legal, product life cycle, Management, Technology operations, Auditing",Team Lead/Technical Lead,Train
6780, Inside Sales,Sales Executive/Officer,Train
6781," Outbound, process, Technical, Inbound calls, Domestic BPO, Service, Bonus, Business Executive, Technical support, Comp",Associate/Senior Associate -(Technical),Train
6782," Procurement, Onsite support, Training, Software Support Executive, Statistics, Relationship Executive, Basic",Technical Support Engineer,Train
6784," Sales, Business Development, New Business, Business Generation, Training, Mapping, Customer Satisfaction",Sales/Business Development-Manager,Train
6785," Entry Level, Publishing, Trainee, Education, Technology, Database, Journalism, sales strategy, Research, market research",Direct Marketing Manager,Train
6786," networking protocols, firewall, fortinet, checkpoint, juniper, intrusion detection, vpn, log analysis, information security",System Security,Train
6787," Social Media, Content Writing, creative writing, Writer, Content Writer, Content Developer, Social Media Marketing, Content Development, Content Marketing",Fresher,Train
6789," bpo, Inbound Process, Customer Service, Incentives, International Call Center, cce, inbound, Computer Operating, Calling, Voice Process, Non Voice, Data Entry, Customer Care Executive, Back Office, Telecalling, Customer Care, Domestic BPO, Chat",Fresher,Train
6790,"CSS, Html5, MySQL, Javascript, CakePHP, JSON, JQuery, Core PHP, Codeigniter, Ajax",Software Developer,Train
6791," Counselor, Mentor, Trainer, Advisor, Teaching",Assistant Professor,Train
6792," Service delivery, Corporate relations, Automobile, automobile production, Sales, Corporate, Production, Database, Event marketing",Regional Manager,Train
6793," CRM, ERP, Instrumentation, Monitoring, SOA, Computer science, JSP, Core Java, Business Executive, Web services",Software Developer,Train
6794," CSS, Consulting, Hibernate, Technical support, JSON, Application development, Front end, IT management, Analytical, continuous integration",Team Lead/Technical Lead,Train
6795," contract management, risk management, project management, project controller, project manager, claim management, hydro power",Project Manager-Production/Manufacturing/Maintenance,Train
6796," c#, software development, web services, Design Patterns, Code Review, vb.net, jquery, javascript, sql server, jscript, .Net, MVC",Team Lead/Technical Lead,Train
6797," C#, XAML, MVVM, OOPS, JSON, MVC, WPF, PRISM, Framework",Software Developer,Train
6798," BPO, Customer Service, Technical Support, Non Voice, Inbound, International BPO",Associate/Senior Associate -(NonTechnical),Train
6799," Bfsi, Monitoring, Operations, Management, Banking, Manual, debit, UAT",Team Lead/Technical Lead,Train
6800," Technical Support Associate, Sales Associate, Technical support, Issue, Inbound process, Inbound calls, Bonus, US shift, Software",Associate/Senior Associate -(NonTechnical),Train
6801," Linux, Broking, XML, MySQL, PHP, HTML, Forecasting, Monitoring, SQL, Recruitment",HR Manager,Train
6802," Leadership, Performance Improvement, Employee Relations, Performance Management, Talent Management, employee welfare, grievances handling, Talent Acquisition",HR Executive,Train
6803,"CSS,Front End,Financial Services,Software Engineering,Finance,HTML,Engineering Services",Software Developer,Train
6804,"Javascript, CSS, HTML, UI Development, Angularjs, Html5, JSON, Rest, GIT, Agile Development",Software Developer,Train
6805," technical support, application software support, trade support, coding, application support, production support",Software Developer,Train
6807," XML, MySQL, Android, Troubleshooting, Eclipse, JSON, SMS, SDK, SQLite, Web services",Software Developer,Train
6808," Accounting, Finance, Financial Reporting, General Ledger",Accounts Executive/Accountant,Train
6809," Back Office Executive, Front office, Heavy machinery, C, Industrial products, Labour laws, Consulting, HR, Recruitment, Data entry",Sales/Business Development Manager,Train
6810,"PHP, Javascript, MySQL, Ajax, jQuery, iPhone, Apache, Eclipse, Layout, SQLite, html, sql, c, development, .net, design, java, j2ee, ios, html5, architecture, developer, swift, usability, net, code, cocoa, mobile, it",Software Developer,Train
6811," Google Analytics, RDBMS, Analytical, Network security, Data Analyst, HTTP, System software, Data warehousing, SQL, Python",Business/EDP Analyst,Train
6812,"Java,Testng,Python,Software Quality,Software Development,Debugging,Test Planning,Quality Engineering,Problem Solving,Software,Devops",Software Developer,Train
6813," Organic chemistry, Biotechnology, MIN, Chemical, Microbiology, qaqc, Chemical research, Biochemistry, HR",R&D Executive,Train
6814," Customer Support, sales coordination, sales support, Order Processing",Sales Coordinator,Train
6815," Requirement Gathering, SQL, Gap Analysis, Business Analysis, UAT, Visio, Data Analysis, New Business, Excel, Reporting Tools",Business Analyst,Train
6816," Executive Search, Searching, Hiring, Sourcing, Leadership Hiring, HR, Mapping, Human Capital, Recruitment, Talent Acquisition",Recruitment Manager,Train
6817," C#, C++, Design Patterns, Data Structures, OOAD, STL, MFC, Agile Methodology, Multithreading, Algorithms, jenkins, .Net",Software Developer,Train
6818," Computer science, AUTOSAR, Automation, Communication protocols, CAPL, Configuration management, Debugging, Test cases, Automotive, Testing",Testing Engineer,Train
6819,"Recruitment, H1B, C2C, W2, Bench Sales, Screening, IT Marketing, Lead Generation",Other,Train
6820," Ticketing, Reservation, Flight, Galileo, crs, Amadeus, Worldspan, IATA, travel, Back Office, international",Associate/Senior Associate -(NonTechnical),Train
6822,"tso,jcl,cobol,cics,vsam",Software Developer,Train
6823," Medical Microbiology, Biotechnology, Zoology, Biochemistry, Biology, Medical Coder, Medical Coding, Dayshifts, Medical, Biomedical",Medical Officer,Train
6824,"RFPS,Business Process Management,Sales Engineering,Enterprise Software,POC,Dlp,Mba,Software Solutions,IT Infrastructure,IT Security",Pre Sales Consultant,Train
6825," tech support, Technical Support Associate, Technical Support Executive, wan, networking, ITIL, IT Support, service desk, Desktop Support, Technical Support, LAN, it helpdesk",System Administrator,Train
6826," Sales Executive Activities, Inbound Customer Service, Telesales, Service Sales, Calling, telecalling",Telesales/Telemarketing Executive/Officer,Train
6827," Procurement, Trade, Customer satisfaction, Customer service, Service marketing, Machine tools, Marketing Associate, Technical support, CRM, Logistics",Business Alliances Manager,Train
6830," customer care, cce, tele caller, telecalling, telesales, outbound sales, outbound calling, tele calling, counselling, counsellor, student advisor",Telecalling/Telemarketing Executive,Train
6831," Communication Skills, Telesales, Sales Executive Activities",Travel Agent,Train
6832,"guru, bde, online bidding, bidding, software, business development manager, corporate sales, internet marketing, business generation, inside sales, website sales, b2b sales, web technologies, software sales, web development, it sales",Team Lead/Technical Lead,Train
6833," c#, asp.net, wcf, mvc, wpf, sql server",Software Developer,Train
6834," Japanese, Business process, Pharma, Aerospace, German, French, Spanish, Computer vision, Customer experience, Compliance",Associate/Senior Associate -(NonTechnical),Train
6836,"Media Sales, Sales, Key Account Management, B2B Sales, Corporate Sales",Key Account Manager,Train
6837," Media planning, Digital marketing, SEM, Recruitment, Google AdWords, SMO, Google Analytics, Staffing, digital strategy, Strategic planning",Marketing Manager,Train
6838," Backend, Front End, Wordpress, PHP",Software Developer,Train
6840," Part Modeling, Design Engineering, Sheet Metal, Drafting, Assembly, fabrication, heavy engineering",Design Engineer/Manager,Train
6841," project sales, institutional sales, direct sales",Area / Territory Manager,Train
6842,"Db2, IMS, Module, Project delivery, Entry level, Lead Administrator, Language skills, Application, Manager Technology",DBA,Train
