"postId","Job Title","skills","rowType"
"592","Product Manager","Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy","Train"
"602","Architectural Designer","Architectural drafting AutoCAD 2D and 3D modeling Blueprint reading Building codes Collaboration with architects Detail-oriented","Train"
"605","Nurse Manager","Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities","Train"
"606","Front-End Developer","Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration","Train"
"607","Customer Service Manager","Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills","Train"
"609","Web Developer","Frontend and backend development Database integration Problem-solving API knowledge","Train"
"614","Network Technician","Network troubleshooting IT support Network configuration Technical knowledge Problem-solving","Train"
"617","Aerospace Engineer","Avionics systems Electronic warfare systems Radar systems Aircraft communication systems System integration Testing and validation","Train"
"618","IT Administrator","System administration Network administration Troubleshooting Security management Server maintenance Backup and recovery","Train"
"626","Interior Designer","Hospitality interior design Hotel and restaurant design Branding and theme integration FF&E (furniture, fixtures, and equipment) selection Customer experience design","Train"
"628","Project Coordinator","Project planning and scheduling Budget management Risk assessment and mitigation Stakeholder communication Agile or Waterfall methodologies","Train"
"630","Customer Success Manager","Onboarding process management New employee orientation Training and development HR policies and procedures Employee engagement strategies","Train"
"639","SEO Specialist","Search engine optimization Keyword research SEO tools (e.g., Google Analytics, SEMrush) On-page and off-page optimization","Train"
"641","Financial Analyst","Budget planning Financial forecasting Excel proficiency Data analysis","Train"
"651","Systems Analyst","Business systems analysis Requirements gathering Process improvement","Train"
"656","Pediatrician","Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment","Train"
"662","Marketing Director","Marketing communication Public relations Content strategy Crisis management Media relations","Train"
"663","Substance Abuse Counselor","Addiction recovery support Motivational interviewing Relapse prevention strategies","Train"
"678","Occupational Therapist","Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills","Train"
"681","Sales Associate","Customer service Sales techniques Product knowledge Cash handling Communication skills","Train"
"683","Mechanical Engineer","Knowledge of HVAC systems and equipment Mechanical engineering skills Problem-solving abilities AutoCAD proficiency HVAC design and installation expertise","Train"
"697","Electrical Designer","PCB design Electronics PCB layout software proficiency Circuit design Quality control","Train"
"700","Art Director","Creative leadership Art direction Concept development Visual design Advertising and marketing expertise","Train"
"701","Nurse Manager","Nursing education Curriculum development Clinical instruction Assessment and evaluation Educational technology Communication skills","Train"
"703","Data Scientist","Data integration ETL (Extract, Transform, Load) Big data technologies (e.g., Hadoop, Spark) Database management Data warehousing","Train"
"705","SEM Specialist","Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills","Train"
"715","Business Analyst","Healthcare industry knowledge Health data analysis HIPAA regulations EMR systems","Train"
"733","Graphic Designer","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design","Train"
"748","Financial Advisor","Retirement planning Social security Investment products Tax planning Estate planning","Train"
"749","Psychologist","School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills","Train"
"750","Administrative Assistant","Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency","Train"
"758","QA Analyst","Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)","Train"
"766","Registered Nurse","Nursing leadership Charge nurse responsibilities Team coordination","Train"
"771","Back-End Developer","API design and development RESTful API knowledge Security protocols (OAuth, JWT)","Train"
"774","UX Researcher","User experience strategy User journey mapping Design thinking","Train"
"781","Chemical Engineer","Quality control processes Quality assurance standards (e.g., ISO) Statistical analysis Inspection techniques Documenting quality issues Root cause analysis Communication with production teams Problem-solving Attention to detail Technical knowledge","Train"
"788","Product Manager","Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills","Train"
"802","Structural Engineer","Construction management Structural design AutoCAD proficiency Project management Site inspection","Train"
"807","Physical Therapist","Orthopedic assessment and treatment Rehabilitation exercises Patient education","Train"
"813","Account Director","Business development Sales strategy Market analysis Client acquisition Team leadership Strategic planning Presentation skills","Train"
"816","UX Researcher","Usability evaluation User interface assessment Usability testing tools and techniques","Train"
"821","Accountant","Forensic accounting Fraud detection Legal knowledge Investigative skills","Train"
"826","Customer Success Manager","Customer service Problem-solving Communication skills Ticketing system usage Product knowledge","Train"
"831","Software Architect","Enterprise architecture Business strategy alignment IT governance and compliance","Train"
"838","Marketing Coordinator","Event planning and management Budgeting and financial management Vendor and sponsor relations Promotion and publicity Event logistics and coordination skills","Train"
"843","Event Planner","Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management","Train"
"850","Public Relations Specialist","Media relations Press releases Media outreach Crisis communication Public relations strategies","Train"
"886","Dental Hygienist","Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge","Train"
"890","Content Writer","Copywriting Content creation SEO Marketing strategies Creativity","Train"
"900","Aerospace Engineer","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations","Train"
"904","SEM Specialist","Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking","Train"
"914","Urban Planner","Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management","Train"
"957","Social Media Manager","Community engagement and moderation Online community-building strategies Content curation and creation Crisis management and conflict resolution Analytics and reporting","Train"
"963","Chemical Engineer","Process optimization Manufacturing processes Lean Six Sigma methodologies Data analysis Statistical process control Quality management Root cause analysis Collaboration Problem-solving Attention to detail Technical knowledge","Train"
"988","Research Analyst","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail","Train"
"1001","Landscape Architect","Landscape design Plant selection and care Hardscape design","Train"
"1021","Dental Hygienist","Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education","Train"
"1027","Landscape Designer","Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification","Train"
"1066","Marketing Director","Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency","Train"
"1073","Family Nurse Practitioner","Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology","Train"
"1075","Sales Consultant","Sales strategies Customer relationship management Sales techniques Product knowledge Client acquisition Negotiation skills","Train"
"1108","Physical Therapist","Geriatric rehabilitation Fall prevention Elderly patient care","Train"
"1126","Content Writer","Technical documentation Technical knowledge Writing skills Editing User manuals","Train"
"1201","Mechanical Designer","HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills","Train"
"1232","Chemical Analyst","Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills","Train"
"1235","Legal Secretary","Legal research Document drafting Communication skills Legal software proficiency Attention to detail","Train"
"1241","Project Coordinator","Office administration Communication skills Organizational skills Time management Microsoft Office proficiency","Train"
"1265","Human Resources Manager","HR policies and procedures Employee relations Recruitment Communication skills","Train"
"1291","Network Security Specialist","Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning","Train"
"1309","Finance Manager","Financial planning Investment strategies Team leadership Wealth management Client advisory skills","Train"
"1313","Java Developer","Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation","Train"
"1319","Brand Ambassador","Product knowledge Demonstrating skills Sales techniques Customer engagement Communication skills","Train"
"1328","Structural Engineer","Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management","Train"
"1329","Sales Representative","Sales prospecting and networking Face-to-face sales meetings Territory management Consultative selling Relationship building Sales tracking and reporting","Train"
"1330","Event Coordinator","Wedding planning Vendor coordination Ceremony and reception logistics Wedding etiquette Budget management Timeline planning Attention to detail Client communication Creativity Problem-solving Emotional intelligence Event design","Train"
"1343","Physician Assistant","Emergency medical care Triage and assessment Trauma management","Train"
"1368","Web Designer","E-commerce web design UX/UI design Shopping cart integration Payment gateway integration Mobile responsiveness E-commerce platforms (e.g., Shopify)","Train"
"1459","Copywriter","Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills","Train"
"1460","Business Development Manager","Market expansion strategies Market research Sales planning and execution","Train"
"1468","Software Architect","Solution design Technical architecture Cloud computing and software development knowledge","Train"
"1502","Chemical Engineer","Research and development processes Product innovation Prototype development Testing and experimentation Data analysis Collaboration with cross-functional teams Problem-solving Attention to detail Technical expertise Project management skills","Train"
"1511","Market Analyst","Competitive analysis Market research Data analysis Business strategy Industry knowledge","Train"
"1513","Paralegal","Legal research Discovery management Case preparation Trial support Document review Client communication E-filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency","Train"
"1530","Physician Assistant","Medical knowledge and clinical skills Patient care and assessment Communication and empathy","Train"
"1587","Graphic Designer","Graphic design tools (e.g., Adobe Creative Suite) Web design principles User interface (UI) design Visual communication Typography Creativity and artistic skills","Train"
"1622","Mechanical Designer","Product design principles Prototyping and wireframing User research User testing UI/UX design 3D modeling (if applicable) Collaboration Problem-solving Creativity Attention to detail Communication skills Software proficiency (e.g., Sketch, Adobe XD)","Train"
"1751","Marketing Analyst","Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge","Train"
"1760","Legal Secretary","Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills","Train"
"1773","Teacher","Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency","Train"
"1858","Brand Ambassador","Brand promotion Marketing knowledge Communication skills Sales techniques Product knowledge","Train"
"1859","SEO Analyst","SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting","Train"
"1997","Sales Consultant","Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills","Train"
"2048","Finance Manager","Treasury management Cash flow analysis Risk management Financial forecasting Banking relations","Train"
"2086","Tax Consultant","Business tax law knowledge Corporate tax planning Tax compliance for businesses Tax credits and incentives Tax strategy development Financial analysis IRS regulations Client relationship management Communication skills Tax software proficiency","Train"
"2509","HR Manager","Training and development Performance management Learning programs Employee engagement Coaching and mentoring","Train"
"821","Accountant","Forensic accounting Fraud detection Legal knowledge Investigative skills","Train"
"826","Customer Success Manager","Customer service Problem-solving Communication skills Ticketing system usage Product knowledge","Train"
"831","Software Architect","Enterprise architecture Business strategy alignment IT governance and compliance","Train"
"838","Marketing Coordinator","Event planning and management Budgeting and financial management Vendor and sponsor relations Promotion and publicity Event logistics and coordination skills","Train"
"843","Event Planner","Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management","Train"
"850","Public Relations Specialist","Media relations Press releases Media outreach Crisis communication Public relations strategies","Train"
"886","Dental Hygienist","Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge","Train"
"890","Content Writer","Copywriting Content creation SEO Marketing strategies Creativity","Train"
"900","Aerospace Engineer","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations","Train"
"904","SEM Specialist","Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking","Train"
"914","Urban Planner","Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management","Train"
"957","Social Media Manager","Community engagement and moderation Online community-building strategies Content curation and creation Crisis management and conflict resolution Analytics and reporting","Train"
"963","Chemical Engineer","Process optimization Manufacturing processes Lean Six Sigma methodologies Data analysis Statistical process control Quality management Root cause analysis Collaboration Problem-solving Attention to detail Technical knowledge","Train"
"988","Research Analyst","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail","Train"
"1001","Landscape Architect","Landscape design Plant selection and care Hardscape design","Train"
"1021","Dental Hygienist","Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education","Train"
"1027","Landscape Designer","Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification","Train"
"1066","Marketing Director","Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency","Train"
"1073","Family Nurse Practitioner","Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology","Train"
"1075","Sales Consultant","Sales strategies Customer relationship management Sales techniques Product knowledge Client acquisition Negotiation skills","Train"
"1108","Physical Therapist","Geriatric rehabilitation Fall prevention Elderly patient care","Train"
"1126","Content Writer","Technical documentation Technical knowledge Writing skills Editing User manuals","Train"
"1201","Mechanical Designer","HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills","Train"
"1232","Chemical Analyst","Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills","Train"
"1235","Legal Secretary","Legal research Document drafting Communication skills Legal software proficiency Attention to detail","Train"
"1241","Project Coordinator","Office administration Communication skills Organizational skills Time management Microsoft Office proficiency","Train"
"1265","Human Resources Manager","HR policies and procedures Employee relations Recruitment Communication skills","Train"
"1291","Network Security Specialist","Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning","Train"
"1309","Finance Manager","Financial planning Investment strategies Team leadership Wealth management Client advisory skills","Train"
"1313","Java Developer","Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation","Train"
"1319","Brand Ambassador","Product knowledge Demonstrating skills Sales techniques Customer engagement Communication skills","Train"
"1328","Structural Engineer","Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management","Train"
"1329","Sales Representative","Sales prospecting and networking Face-to-face sales meetings Territory management Consultative selling Relationship building Sales tracking and reporting","Train"
"1330","Event Coordinator","Wedding planning Vendor coordination Ceremony and reception logistics Wedding etiquette Budget management Timeline planning Attention to detail Client communication Creativity Problem-solving Emotional intelligence Event design","Train"
"1343","Physician Assistant","Emergency medical care Triage and assessment Trauma management","Train"
"1368","Web Designer","E-commerce web design UX/UI design Shopping cart integration Payment gateway integration Mobile responsiveness E-commerce platforms (e.g., Shopify)","Train"
"1459","Copywriter","Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills","Train"
"1460","Business Development Manager","Market expansion strategies Market research Sales planning and execution","Train"
"1468","Software Architect","Solution design Technical architecture Cloud computing and software development knowledge","Train"
"1502","Chemical Engineer","Research and development processes Product innovation Prototype development Testing and experimentation Data analysis Collaboration with cross-functional teams Problem-solving Attention to detail Technical expertise Project management skills","Train"
"1511","Market Analyst","Competitive analysis Market research Data analysis Business strategy Industry knowledge","Train"
"1513","Paralegal","Legal research Discovery management Case preparation Trial support Document review Client communication E-filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency","Train"
"1530","Physician Assistant","Medical knowledge and clinical skills Patient care and assessment Communication and empathy","Train"
"1587","Graphic Designer","Graphic design tools (e.g., Adobe Creative Suite) Web design principles User interface (UI) design Visual communication Typography Creativity and artistic skills","Train"
"1622","Mechanical Designer","Product design principles Prototyping and wireframing User research User testing UI/UX design 3D modeling (if applicable) Collaboration Problem-solving Creativity Attention to detail Communication skills Software proficiency (e.g., Sketch, Adobe XD)","Train"
"1751","Marketing Analyst","Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge","Train"
"1760","Legal Secretary","Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills","Train"
"1773","Teacher","Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency","Train"
"1858","Brand Ambassador","Brand promotion Marketing knowledge Communication skills Sales techniques Product knowledge","Train"
"1859","SEO Analyst","SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting","Train"
"1997","Sales Consultant","Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills","Train"
"2048","Finance Manager","Treasury management Cash flow analysis Risk management Financial forecasting Banking relations","Train"
"2086","Tax Consultant","Business tax law knowledge Corporate tax planning Tax compliance for businesses Tax credits and incentives Tax strategy development Financial analysis IRS regulations Client relationship management Communication skills Tax software proficiency","Train"
"2509","HR Manager","Training and development Performance management Learning programs Employee engagement Coaching and mentoring","Train"
"3","Android framework developer","Application Development,Database Administration,DevOps,Cascading Style Sheets (CSS),Python (Programming Language),JavaScript,PHP,Android SDK,Business Process Improvement,AJAX","in site"
"4","test post","C#,Full-Stack Development,English,C (Programming Language),Software Development,Written Communication,ASP.NET Core,ASP.NET,.NET Framework,.NET Core","in site"
"5","agjkagjk","Application Development,Database Administration,DevOps,Cascading Style Sheets (CSS),Python (Programming Language),JavaScript,PHP,Android SDK,Business Process Improvement,AJAX","in site"
"6","gagla;kglag","SQL Database Administration,PHP,SQL,CSS ,JavaScript ,RESTful API","in site"
"1",".NET Development","React js,C#,Cascading Style Sheets (CSS),Object-Oriented Programming (OOP),JavaScript,ASP.NET,HTML,.NET Framework,Angular,.NET Core","in site"
